#JobTime,MS_LOC_X,MS_LOC_Y,MS_LOC_Z,SP_MAGNITUDE
#Time,DD:MM:YY:HH:MM:SS,,,
25:02:10:11:31:41,659.57,-526.76,-1517.11,0.547
25:02:10:11:31:45,600.38,-601.14,-1658.16,0.529
25:02:10:11:31:45,605,-620.74,-1585.19,0.452
25:02:10:11:31:46,674.99,-560.8,-1609.71,0.689
25:02:10:11:31:46,663.86,-571.06,-1565.14,0.591
25:02:10:11:31:48,569.68,-561.84,-1546.9,0.41
25:02:10:11:31:55,573.84,-661.47,-1555.09,0.426
25:02:10:11:31:58,677.9,-534.41,-1581.82,0.654
25:02:10:11:31:58,581.23,-512.71,-1649.01,0.507
25:02:10:11:31:59,578.39,-648.78,-1547.09,0.35
25:02:10:11:32:01,576.07,-637.16,-1621.85,0.592
25:02:10:11:32:13,721.93,-518.8,-1605.88,0.873
25:02:10:11:32:13,681.46,-635.34,-1579.59,0.904
25:02:10:11:32:15,572.26,-616.87,-1551.88,0.344
25:02:10:11:32:18,616.4,-565.31,-1559.39,0.536
25:02:10:11:32:19,617.1,-566.82,-1550.62,0.476
25:02:10:11:32:21,589.11,-582.74,-1605.81,0.485
25:02:10:11:32:28,661.14,-567.34,-1646.93,0.801
25:02:10:11:32:31,657.23,-585.78,-1588.58,0.623
25:02:10:11:32:34,616.1,-566.74,-1670.79,0.708
25:02:10:11:32:35,589.94,-671.09,-1649.17,0.516
25:02:10:11:32:39,601.95,-634.36,-1660.43,0.573
25:02:10:11:32:51,578.2,-618.58,-1667.36,0.507
25:02:10:11:32:51,763.21,-610.28,-1607.69,0.803
25:02:10:11:32:51,763.21,-610.28,-1607.69,0.668
25:02:10:11:33:03,690.3,-486.38,-1578.8,0.63
25:02:10:11:33:03,599.06,-616.39,-1633.34,0.605
25:02:10:11:33:07,601,-633.11,-1602.88,0.456
25:02:10:11:33:13,727.07,-565.59,-1597.23,0.716
25:02:10:11:33:13,710.23,-508.69,-1600.78,0.778
25:02:10:11:33:18,573.2,-593.4,-1564.62,0.308
25:02:10:11:33:21,637.83,-646.8,-1696.26,0.728
25:02:10:11:33:21,651.49,-640.69,-1654.22,0.765
25:02:10:11:33:23,676.07,-606.96,-1709.41,0.756
25:02:10:11:33:23,642.81,-531.1,-1683.7,0.728
25:02:10:11:33:24,617.39,-590.18,-1570.76,0.806
25:02:10:11:33:24,616.12,-605.14,-1575.13,0.572
25:02:10:11:33:26,712.8,-520.6,-1586.76,0.763
25:02:10:11:33:29,598.81,-673.86,-1663.75,0.497
25:02:10:11:33:31,803.53,-648.02,-1692.2,0.914
25:02:10:11:33:33,626.43,-678.45,-1636.18,0.556
25:02:10:11:33:37,740.86,-483.13,-1571.99,0.772
25:02:10:11:33:38,607.75,-607.24,-1683.12,0.537
25:02:10:11:33:38,748.87,-546.44,-1639.67,0.812
25:02:10:11:33:39,590.82,-656.54,-1555.57,0.355
25:02:10:11:33:41,596.52,-575.15,-1631.36,0.484
25:02:10:11:33:56,612.85,-614.01,-1630.56,0.558
25:02:10:11:33:57,607.72,-626.11,-1615.28,0.436
25:02:10:11:33:57,609.28,-561.81,-1693.26,0.581
25:02:10:11:34:03,641.12,-682.87,-1594.71,0.591
25:02:10:11:34:05,641.77,-596.49,-1610.17,0.51
25:02:10:11:34:05,614.75,-570.7,-1559,0.518
25:02:10:11:34:06,634.83,-575.98,-1685.67,0.684
25:02:10:11:34:06,608.04,-616.24,-1541.26,0.763
25:02:10:11:34:07,630.37,-610.12,-1637.55,0.577
25:02:10:11:34:08,617.55,-658.15,-1564.1,0.417
25:02:10:11:34:09,576.03,-565.97,-1567.52,0.399
25:02:10:11:34:12,652.84,-573.19,-1552.89,0.543
25:02:10:11:34:14,546.68,-522.78,-1654.06,0.426
25:02:10:11:34:16,638.62,-519.56,-1560.72,0.502
25:02:10:11:34:17,610.96,-599.35,-1649.82,0.56
25:02:10:11:34:17,639.99,-626.39,-1648.07,0.59
25:02:10:11:34:24,631.66,-560.3,-1660.88,0.721
25:02:10:11:34:26,361.54,-626.84,-1498.08,-0.114
25:02:10:11:34:26,361.54,-626.84,-1498.08,-0.114
25:02:10:11:34:28,622.39,-554.35,-1547.94,0.477
25:02:10:11:34:30,687.76,-478.88,-1610.46,0.679
25:02:10:11:34:31,611.89,-714.56,-1675.19,0.618
25:02:10:11:34:36,323.07,-354.7,-1499.49,0.283
25:02:10:11:34:41,588.64,-635.08,-1551.07,0.374
25:02:10:11:34:42,591.84,-558.09,-1603.03,0.434
25:02:10:11:34:44,655.7,-623.35,-1678.71,0.685
25:02:10:11:34:47,710.84,-533.91,-1640.06,0.718
25:02:10:11:34:47,566.27,-690.14,-1564.55,0.346
25:02:10:11:34:51,576.34,-647.97,-1553.25,0.36
25:02:10:11:34:51,616.9,-589.17,-1682.11,0.646
25:02:10:11:34:53,620.95,-609.68,-1676.46,0.597
25:02:10:11:34:54,599.5,-642.26,-1674.47,0.523
25:02:10:11:34:59,622.66,-523.75,-1659.36,0.59
25:02:10:11:35:02,589.46,-608.05,-1558.44,0.421
25:02:10:11:35:02,630.53,-502.51,-1601.68,0.587
25:02:10:11:35:04,549.18,-622.75,-1553.17,0.303
25:02:10:11:35:06,634.25,-607.73,-1545.25,0.473
25:02:10:11:35:06,643.36,-599.75,-1644.16,0.582
25:02:10:11:35:06,633.57,-565.85,-1672.43,0.608
25:02:10:11:35:08,640.23,-539.9,-1675.59,0.985
25:02:10:11:35:09,602.82,-628.07,-1666.13,0.588
25:02:10:11:35:12,652.54,-625.32,-1649.79,0.67
25:02:10:11:35:12,663.18,-578.58,-1592.17,0.608
25:02:10:11:35:14,583.61,-650.67,-1570.8,0.353
25:02:10:11:35:19,711.12,-551.94,-1694.67,0.795
25:02:10:11:35:20,630.25,-616.68,-1557.4,0.543
25:02:10:11:35:22,592.84,-652.67,-1628.87,0.615
25:02:10:11:35:26,638.54,-586.01,-1618.86,0.782
25:02:10:11:35:27,587.97,-603.86,-1636.13,0.493
25:02:10:11:35:30,579.25,-627.15,-1623.51,0.656
25:02:10:11:35:31,587.03,-595.73,-1638.45,0.566
25:02:10:11:35:35,650.53,-598.58,-1688.99,0.645
25:02:10:11:35:37,605.83,-617.96,-1611.8,0.508
25:02:10:11:35:37,620.14,-636.72,-1689.51,0.593
25:02:10:11:35:39,624.61,-702.49,-1622.58,0.539
25:02:10:11:35:43,570.89,-635.06,-1669.29,0.604
25:02:10:11:35:47,629.2,-562.83,-1684.42,0.695
25:02:10:11:35:47,591.69,-597,-1679.6,0.543
25:02:10:11:35:50,611.23,-604.41,-1668.98,0.608
25:02:10:11:35:54,591.73,-611.03,-1630.81,0.47
25:02:10:11:35:54,600.28,-653.67,-1672.92,0.527
25:02:10:11:35:58,624.05,-580.4,-1661.23,0.697
25:02:10:11:36:02,598.3,-589.41,-1636.15,0.48
25:02:10:11:36:02,615.49,-535.48,-1557.6,0.457
25:02:10:11:36:04,651.57,-629.42,-1644,0.582
25:02:10:11:36:06,610.73,-539.2,-1644.39,0.625
25:02:10:11:36:08,635.44,-598.84,-1664.7,0.708
25:02:10:11:36:09,649.06,-508.99,-1682.67,0.68
25:02:10:11:36:10,567.31,-644.68,-1634.48,0.434
25:02:10:11:36:11,660.62,-567.35,-1723.11,0.751
25:02:10:11:36:11,546.08,-638.47,-1518.47,0.456
25:02:10:11:36:14,630.1,-594.39,-1670.37,0.613
25:02:10:11:36:14,617.53,-640.13,-1685.38,0.713
25:02:10:11:36:17,626.8,-614.57,-1685.14,0.657
25:02:10:11:36:19,642.59,-588.8,-1676.71,0.661
25:02:10:11:36:20,597.8,-583.12,-1644.55,0.682
25:02:10:11:36:23,558.59,-646.15,-1705.93,0.537
25:02:10:11:36:24,601.31,-640.17,-1650.41,0.536
25:02:10:11:36:25,578.91,-509.56,-1682.38,0.54
25:02:10:11:36:26,593.38,-614.77,-1683.74,0.558
25:02:10:11:36:26,590.81,-642.77,-1625.51,0.437
25:02:10:11:36:39,626.46,-589.03,-1610.86,0.483
25:02:10:11:36:41,701,-501.57,-1692.14,0.783
25:02:10:11:36:41,476.74,-628.32,-1586.13,0.235
25:02:10:11:36:41,476.74,-628.32,-1586.13,0.299
25:02:10:11:36:45,669.72,-605.15,-1662.54,0.807
25:02:10:11:36:46,617.15,-627.62,-1681.64,0.841
25:02:10:11:36:46,593.95,-624.3,-1574.25,0.687
25:02:10:11:36:50,600.14,-589.75,-1667.31,0.65
25:02:10:11:36:52,606.84,-646.69,-1658.48,0.562
25:02:10:11:36:54,637.44,-600.35,-1672.36,0.83
25:02:10:11:36:55,666.71,-536.64,-1628.9,0.689
25:02:10:11:36:56,595.59,-620.86,-1667.28,0.531
25:02:10:11:37:02,671.52,-557.03,-1593.14,0.629
25:02:10:11:37:02,587.91,-595.43,-1637.87,0.504
25:02:10:11:37:02,624.71,-604.24,-1667.71,0.614
25:02:10:11:37:07,591.19,-600.55,-1543.65,0.465
25:02:10:11:37:08,609.95,-579.65,-1593.17,0.456
25:02:10:11:37:11,625.2,-596.03,-1673.42,0.732
25:02:10:11:37:14,584.02,-587.22,-1552.03,0.381
25:02:10:11:37:16,571.13,-636.64,-1675.55,0.558
25:02:10:11:37:17,638.69,-566.68,-1644.37,0.67
25:02:10:11:37:19,703.92,-546.75,-1604.82,0.675
25:02:10:11:37:23,634.88,-588.06,-1683.18,0.692
25:02:10:11:37:24,569.73,-650.92,-1678.68,0.599
25:02:10:11:37:25,589.28,-565.17,-1698.76,0.618
25:02:10:11:37:26,580.3,-682.27,-1668.92,0.513
25:02:10:11:37:28,724.84,-557.6,-1489.93,0.787
25:02:10:11:37:29,703.52,-558.55,-1647.2,0.682
25:02:10:11:37:31,689.82,-637.89,-1649.32,0.71
25:02:10:11:37:32,583.27,-589.1,-1600.93,0.361
25:02:10:11:37:33,599.68,-582.39,-1687.62,0.636
25:02:10:11:37:34,590.33,-646.54,-1628.94,0.542
25:02:10:11:37:35,573,-599.73,-1617.67,0.42
25:02:10:11:37:38,622.02,-615.59,-1675.53,0.661
25:02:10:11:37:38,575.75,-737.13,-1638.51,0.472
25:02:10:11:37:40,604.27,-50.37,-1506.73,1.262
25:02:10:11:37:41,548.78,-530.53,-1620.06,0.43
25:02:10:11:37:42,605.46,-604.33,-1624.53,0.492
25:02:10:11:37:43,611.77,-614.81,-1695.5,0.674
25:02:10:11:37:43,619.5,-609.46,-1673.81,0.991
25:02:10:11:37:46,589.51,-650.99,-1556.68,0.379
25:02:10:11:37:47,592.77,-703.67,-1552.42,0.456
25:02:10:11:37:51,620.4,-609.88,-1646.35,0.622
25:02:10:11:37:52,688.86,-618.36,-1539.83,0.575
25:02:10:11:37:52,378.31,-657.69,-1517.2,-0.051
25:02:10:11:37:52,378.31,-657.69,-1517.2,-0.051
25:02:10:11:37:53,624.94,-593.57,-1659.19,0.687
25:02:10:11:37:55,734.86,-520.05,-1709.29,0.848
25:02:10:11:37:56,601.3,-637.06,-1617.24,0.485
25:02:10:11:37:57,613.46,-595.76,-1679.08,0.698
25:02:10:11:37:58,629.63,-619.53,-1546.15,0.434
25:02:10:11:37:59,627.72,-599.98,-1662.14,0.751
25:02:10:11:38:01,606.62,-610.62,-1666.66,0.673
25:02:10:11:38:05,610.13,-586.58,-1628.14,0.588
25:02:10:11:38:09,658.26,-522.54,-1567.98,0.603
25:02:10:11:38:10,644.15,-550.46,-1624.39,0.57
25:02:10:11:38:11,580.05,-574.26,-1652.76,0.509
25:02:10:11:38:14,869.91,-990.15,-1562.85,1.198
25:02:10:11:38:15,598.66,-637.84,-1630.54,0.532
25:02:10:11:38:17,573.95,-601.74,-1545.88,0.339
25:02:10:11:38:17,591.24,-640.84,-1656.75,0.656
25:02:10:11:38:18,589.13,-601.59,-1654.47,0.559
25:02:10:11:38:19,642.8,-693.53,-1668.81,0.599
25:02:10:11:38:20,619.48,-608.58,-1679.91,0.75
25:02:10:11:38:22,598.78,-639.07,-1634.67,0.54
25:02:10:11:38:25,579.21,-623.61,-1664.84,0.815
25:02:10:11:38:26,591.69,-625.82,-1648.26,0.494
25:02:10:11:38:28,578.13,-703.31,-1546.64,0.356
25:02:10:11:38:30,630.91,-619.26,-1682.51,0.775
25:02:10:11:38:31,598.99,-598.37,-1640.8,0.588
25:02:10:11:38:33,632.41,-583.26,-1630.85,0.605
25:02:10:11:38:35,555.07,-621.26,-1586.7,0.343
25:02:10:11:38:37,609.9,-531.46,-1702.23,0.641
25:02:10:11:38:38,579.38,-638.49,-1565.29,0.35
25:02:10:11:38:39,662.71,-595.86,-1677.35,0.701
25:02:10:11:38:42,625.35,-624.17,-1671.56,0.663
25:02:10:11:38:43,634.66,-651.09,-1690.89,0.761
25:02:10:11:38:43,621.79,-609.93,-1671.91,0.738
25:02:10:11:38:44,581.53,-605.17,-1600.05,0.467
25:02:10:11:38:53,576.63,-621.86,-1571.43,0.396
25:02:10:11:38:55,635.39,-599.14,-1689.25,0.711
25:02:10:11:38:56,585.08,-621.72,-1627.59,0.492
25:02:10:11:39:04,606.93,-615.75,-1671.02,0.696
25:02:10:11:39:04,604.18,-631.36,-1668.21,0.662
25:02:10:11:39:12,579.52,-709.69,-1696.98,0.687
25:02:10:11:39:12,475.33,-618.81,-1537.95,0.301
25:02:10:11:39:12,571.78,-667.69,-1625.43,0.532
25:02:10:11:39:13,572.1,-581.76,-1648.15,0.483
25:02:10:11:39:13,675.64,-569.09,-1589.34,0.628
25:02:10:11:39:15,595.07,-632.17,-1645.92,0.87
25:02:10:11:39:15,589.17,-631.89,-1567.47,0.783
25:02:10:11:39:15,595.95,-681.37,-1632.52,0.458
25:02:10:11:39:16,565.45,-670.86,-1596.65,0.449
25:02:10:11:39:19,630.21,-630.96,-1675.09,0.736
25:02:10:11:39:19,905.57,-612.19,-1603.11,1.107
25:02:10:11:39:19,905.57,-612.19,-1603.11,0.633
25:02:10:11:39:20,597.56,-631.63,-1556.16,0.397
25:02:10:11:39:22,607.57,-676.3,-1562.84,0.416
25:02:10:11:39:22,603.02,-642.78,-1630.58,0.518
25:02:10:11:39:30,579.39,-609,-1582.37,0.409
25:02:10:11:39:31,602.35,-607.14,-1647.97,0.553
25:02:10:11:39:33,738.64,-576.96,-1592.51,0.825
25:02:10:11:39:33,660.29,-591.76,-1622.97,0.669
25:02:10:11:39:36,654.67,-603.11,-1662.6,0.67
25:02:10:11:39:37,643.5,-610.4,-1620.38,0.642
25:02:10:11:39:38,596.65,-597.48,-1653.65,0.624
25:02:10:11:39:38,692.74,-524.84,-1512.39,0.714
25:02:10:11:39:39,441.73,-559.26,-1519.31,0.242
25:02:10:11:39:39,671.84,-556.16,-1596.93,0.73
25:02:10:11:39:42,589.85,-637.64,-1684.7,0.572
25:02:10:11:39:48,592.71,-624.67,-1634.13,0.607
25:02:10:11:39:49,609.31,-568.08,-1571.8,0.506
25:02:10:11:39:52,610.29,-571.86,-1662.32,0.601
25:02:10:11:39:54,583.32,-669.78,-1648.87,0.438
25:02:10:11:39:57,572.55,-631.2,-1656.14,0.537
25:02:10:11:39:58,607.78,-582.86,-1662.01,0.571
25:02:10:11:39:58,595.18,-565.22,-1628.38,0.544
25:02:10:11:40:01,641.6,-629.07,-1650.5,0.566
25:02:10:11:40:01,591.52,-560.91,-1678.19,0.583
25:02:10:11:40:02,594.46,-591.96,-1657.8,0.672
25:02:10:11:40:04,629.55,-589.3,-1547.71,0.475
25:02:10:11:40:04,612.12,-629.77,-1666.8,0.627
25:02:10:11:40:06,481.86,-592.22,-1567.01,0.253
25:02:10:11:40:06,481.86,-592.22,-1567.01,0.363
25:02:10:11:40:07,639.26,-622.39,-1681.91,0.681
25:02:10:11:40:10,598.22,-634.48,-1675.08,0.585
25:02:10:11:40:12,596.32,-686.83,-1616.57,0.506
25:02:10:11:40:13,635.13,-622,-1665.2,0.691
25:02:10:11:40:17,616.21,-502.23,-1670.84,0.589
25:02:10:11:40:18,563.08,-596.62,-1557.53,0.334
25:02:10:11:40:19,620.27,-573.64,-1555.17,0.46
25:02:10:11:40:20,577.09,-603.36,-1550.6,0.423
25:02:10:11:40:21,603.06,-605,-1590.15,0.502
25:02:10:11:40:21,586,-569.65,-1651.21,0.56
25:02:10:11:40:22,576.27,-621.03,-1667.22,0.551
25:02:10:11:40:23,602.58,-629.95,-1668.44,0.602
25:02:10:11:40:24,593.81,-541.12,-1700.03,0.61
25:02:10:11:40:25,631.56,-595.44,-1670,0.719
25:02:10:11:40:25,614.35,-609.43,-1684.96,0.761
25:02:10:11:40:25,764.91,-612.98,-1569.86,0.78
25:02:10:11:40:25,764.91,-612.98,-1569.86,0.78
25:02:10:11:40:26,600.91,-624.06,-1634.82,0.558
25:02:10:11:40:27,607.26,-595.88,-1624.37,0.526
25:02:10:11:40:30,627.09,-614.49,-1643.92,0.596
25:02:10:11:40:31,597.89,-590.33,-1660.94,0.609
25:02:10:11:40:31,588.42,-611.09,-1666.4,0.568
25:02:10:11:40:33,627.41,-598.03,-1666.02,0.646
25:02:10:11:40:41,578.65,-552.06,-1647.46,0.543
25:02:10:11:40:42,616.1,-576.16,-1635.1,0.487
25:02:10:11:40:42,639.61,-624.25,-1675.58,0.729
25:02:10:11:40:42,695.49,-548.75,-1636.66,0.67
25:02:10:11:40:43,598.58,-621.63,-1641.65,0.53
25:02:10:11:40:44,588.12,-647.2,-1666.49,0.496
25:02:10:11:40:46,598.36,-583.49,-1555.47,0.423
25:02:10:11:40:48,583.62,-645.8,-1658.21,0.564
25:02:10:11:40:50,610.81,-616.83,-1551.74,0.435
25:02:10:11:40:55,649.64,-591.52,-1553.33,0.511
25:02:10:11:40:58,598.33,-652.59,-1656.12,0.581
25:02:10:11:41:01,601.02,-669.83,-1549.93,0.42
25:02:10:11:41:03,554.3,-601.72,-1684.83,0.475
25:02:10:11:41:09,579.77,-673.95,-1577.56,0.426
25:02:10:11:41:11,620.04,-630.37,-1686.94,0.721
25:02:10:11:41:16,646.46,-595.29,-1689.65,0.688
25:02:10:11:41:17,649.22,-579.02,-1682.66,0.753
25:02:10:11:41:18,587.18,-563.35,-1555.33,0.415
25:02:10:11:41:21,629.72,-586.61,-1647.21,0.602
25:02:10:11:41:22,574.01,-636.92,-1619.61,0.473
25:02:10:11:41:27,672.93,-550.27,-1603.23,0.739
25:02:10:11:41:27,577.79,-593.9,-1496.25,0.487
25:02:10:11:41:28,588.54,-652.99,-1540.05,0.519
25:02:10:11:41:29,579.12,-605.19,-1659.38,0.595
25:02:10:11:41:30,591.05,-580.25,-1694.61,0.561
25:02:10:11:41:32,639.72,-588.75,-1569.1,0.54
25:02:10:11:41:33,565.51,-594.56,-1670.34,0.507
25:02:10:11:41:35,546.23,-620.84,-1507.97,0.353
25:02:10:11:41:36,611.24,-541.73,-1566.39,0.468
25:02:10:11:41:40,621.23,-635.89,-1614.23,0.472
25:02:10:11:41:44,618.83,-511.4,-1595.94,0.498
25:02:10:11:41:45,628.21,-555.39,-1634.88,0.574
25:02:10:11:41:48,461.09,-157.09,-1493.28,1.014
25:02:10:11:41:49,606.7,-656.11,-1534.03,0.461
25:02:10:11:41:51,624.91,-634.86,-1558.2,0.839
25:02:10:11:41:52,612.21,-535.79,-1563.94,0.529
25:02:10:11:41:56,582.64,-639.66,-1687.17,0.555
25:02:10:11:41:57,634.71,-624.18,-1577.24,0.528
25:02:10:11:41:58,589.25,-640.83,-1651.15,0.603
25:02:10:11:41:59,651.66,-656.52,-1517.25,0.485
25:02:10:11:41:59,572.82,-590.57,-1647.82,0.466
25:02:10:11:42:01,608.03,-610.99,-1669.97,0.567
25:02:10:11:42:02,585.7,-657.46,-1642.68,0.484
25:02:10:11:42:02,602.54,-651.76,-1659.88,0.586
25:02:10:11:42:06,627.05,-581.38,-1548.67,0.435
25:02:10:11:42:06,644.08,-544.1,-1573.43,0.573
25:02:10:11:42:06,569.47,-645.96,-1677.37,0.58
25:02:10:11:42:08,672.25,-613.76,-1604.38,0.671
25:02:10:11:42:08,425.88,-593.21,-1490.9,0.061
25:02:10:11:42:08,425.88,-593.21,-1490.9,0.061
25:02:10:11:42:10,629.57,-613.16,-1662.5,0.735
25:02:10:11:42:12,644.93,-613.5,-1683.92,0.792
25:02:10:11:42:16,618.51,-618.87,-1552.51,0.458
25:02:10:11:42:18,596.09,-612.04,-1660.63,0.552
25:02:10:11:42:21,566.99,-530.93,-1472.05,0.322
25:02:10:11:42:21,621.51,-580.77,-1598.99,0.501
25:02:10:11:42:22,419.41,-549.78,-1555.81,0.255
25:02:10:11:42:23,612.71,-663.42,-1662.45,0.636
25:02:10:11:42:24,562.96,-603.49,-1716.08,0.615
25:02:10:11:42:23,641.9,-603.85,-1679.32,0.76
25:02:10:11:42:24,555.66,-577.38,-1569.23,0.506
25:02:10:11:42:26,587.81,-577.54,-1698.97,0.578
25:02:10:11:42:26,634.81,-547.54,-1566.04,0.651
25:02:10:11:42:27,655.27,-656.61,-1662.95,0.612
25:02:10:11:42:29,603.18,-572.68,-1695.83,0.606
25:02:10:11:42:30,590.27,-576.72,-1720.21,0.658
25:02:10:11:42:32,605.98,-580.13,-1549.96,0.44
25:02:10:11:42:33,580.28,-629.06,-1650.59,0.552
25:02:10:11:42:35,666.66,-600.1,-1731.19,0.743
25:02:10:11:42:35,572.95,-654.94,-1642.61,0.508
25:02:10:11:42:36,556.28,-768,-1438.36,0.3
25:02:10:11:42:36,608.6,-552.37,-1576.81,0.446
25:02:10:11:42:39,632.96,-543.16,-1650.88,0.591
25:02:10:11:42:41,607.31,-557.08,-1697.42,0.792
25:02:10:11:42:44,574.56,-614.13,-1654.38,0.513
25:02:10:11:42:45,595.53,-627.66,-1597.47,0.511
25:02:10:11:42:46,581.92,-637.62,-1551.44,0.513
25:02:10:11:42:47,688.23,-546.38,-1597.75,0.675
25:02:10:11:42:47,681.8,-553.64,-1575.01,0.641
25:02:10:11:42:48,588.36,-594.25,-1554.76,0.409
25:02:10:11:42:49,637.66,-586.58,-1577.22,0.51
25:02:10:11:42:50,596.85,-610.31,-1627.98,0.544
25:02:10:11:42:54,653.47,-641.99,-1675.36,0.658
25:02:10:11:42:56,591.44,-642.41,-1567.57,0.441
25:02:10:11:43:00,615.74,-565.87,-1553.93,0.517
25:02:10:11:43:00,621.9,-686.71,-1673.66,0.571
25:02:10:11:43:02,626.09,-519.65,-1696.89,0.628
25:02:10:11:43:04,630.15,-571.08,-1694.61,0.759
25:02:10:11:43:05,570.96,-574.68,-1542.64,0.366
25:02:10:11:43:05,568.02,-665.26,-1543.04,0.31
25:02:10:11:43:06,614.14,-634.58,-1652.1,0.514
25:02:10:11:43:07,602.3,-615.75,-1621.26,0.495
25:02:10:11:43:09,602,-602.69,-1542.15,0.406
25:02:10:11:43:12,588.28,-663.65,-1658.84,0.432
25:02:10:11:43:12,598.07,-656.55,-1616.33,0.397
25:02:10:11:43:12,631.85,-576.3,-1692.22,0.656
25:02:10:11:43:14,-373.54,-254.2,-1764.13,1.554
25:02:10:11:43:17,643.7,-601.54,-1711.03,1.106
25:02:10:11:43:17,643.7,-601.54,-1711.03,1.096
25:02:10:11:43:18,594.84,-611.58,-1695.79,0.606
25:02:10:11:43:20,638.41,-579.42,-1588.74,0.475
25:02:10:11:43:20,583.82,-577.28,-1641.8,0.526
25:02:10:11:43:27,646.37,-613.99,-1563.35,0.489
25:02:10:11:43:28,636.88,-595.48,-1711.64,0.778
25:02:10:11:43:32,632.03,-612.28,-1699.63,0.682
25:02:10:11:43:33,588.29,-635.9,-1662.12,0.728
25:02:10:11:43:35,597.56,-604.51,-1552.47,0.531
25:02:10:11:43:35,572.38,-602.43,-1548.32,0.495
25:02:10:11:43:39,619.56,-569.75,-1622.62,0.476
25:02:10:11:43:43,619.35,-584.62,-1508.08,0.429
25:02:10:11:43:44,646.21,-700.66,-1665.67,0.595
25:02:10:11:43:45,686.85,-494.27,-1618.27,0.654
25:02:10:11:43:47,649.73,-613.11,-1642.68,0.556
25:02:10:11:43:51,577.22,-520.99,-1681.98,0.497
25:02:10:11:43:53,659.4,-591.52,-1660.13,0.606
25:02:10:11:43:54,598.98,-710.39,-1688.86,0.542
25:02:10:11:43:57,603.13,-610.12,-1632.47,0.524
25:02:10:11:43:57,578.25,-621.69,-1561.69,0.406
25:02:10:11:44:03,605.94,-575.87,-1660.48,0.828
25:02:10:11:44:05,681.33,-537.46,-1657.87,0.661
25:02:10:11:44:10,601.99,-619.12,-1666.3,0.517
25:02:10:11:44:18,647.43,-624.38,-1682.65,0.615
25:02:10:11:44:20,648.51,-649.99,-1644.05,0.575
25:02:10:11:44:30,595.48,-603.28,-1563.48,0.451
25:02:10:11:44:30,603.25,-618.41,-1636.97,0.449
25:02:10:11:44:33,662.33,-543.54,-1658.09,0.646
25:02:10:11:44:35,685.54,-536.1,-1583.96,0.597
25:02:10:11:44:37,583.73,-630.65,-1665.82,0.541
25:02:10:11:44:38,609.74,-619.01,-1665.14,0.551
25:02:10:11:44:42,648.68,-647.7,-1659.37,0.708
25:02:10:11:44:43,635.15,-622.7,-1639.9,0.584
25:02:10:11:44:44,636.55,-592.22,-1663.24,0.617
25:02:10:11:44:45,600.59,-649.75,-1655.47,0.478
25:02:10:11:44:45,637.33,-698.64,-1656.42,0.571
25:02:10:11:44:58,652.32,-540.81,-1697.2,0.67
25:02:10:11:44:59,637.15,-547.51,-1699.66,0.635
25:02:10:11:45:08,605.3,-670.97,-1658.36,0.518
25:02:10:11:45:12,604.34,-606.42,-1669.99,0.533
25:02:10:11:45:19,674.31,-555.59,-1667.02,0.707
25:02:10:11:45:21,594.3,-643.89,-1642.65,0.505
25:02:10:11:45:33,619.12,-556.46,-1685.25,0.69
25:02:10:11:45:36,576.82,-631.41,-1667.03,0.444
25:02:10:11:45:36,540.59,-612.27,-1556.94,0.252
25:02:10:11:45:39,593.14,-551.94,-1668.69,0.569
25:02:10:11:45:50,608.46,-590.05,-1604.86,0.629
25:02:10:11:45:57,595.37,-642.15,-1650.82,0.557
25:02:10:11:45:59,655.36,-532.66,-1599.55,0.629
25:02:10:11:46:10,590.29,-607.09,-1568.81,0.993
25:02:10:11:46:17,593.64,-624.41,-1653.78,0.495
25:02:10:11:46:17,655.1,-678.14,-1770.38,0.838
25:02:10:11:46:17,655.1,-678.14,-1770.38,0.838
25:02:10:11:46:23,647.21,-547.86,-1556.98,0.705
